id;kirundi0;prefix;stem;stem_perf;perf;plural;type;class2;class2p;kirundi0_a;prefix_a;stem_a;stem_perf_a;noPlural;pluralFull;sourceLanguage
41;kwambira;kw;ambira;ambiye;ye;;0;NULL;NULL;;;;;0;;NULL
42;umwambiro;umw;ambiro;;;imy;1;3;4;;;;;0;;NULL
44;icambu;ic;āmbu;;;ivy;1;7;8;;;;;0;;NULL
45;kwambuka;kw;ambuka;ambutse;tse;;0;NULL;NULL;;;;;0;;NULL
46;kwambukana;kw;ambukana;ambukanye;nye;;0;NULL;NULL;;;;;0;;NULL
47;umwambukira;umw;ambukira;;;ab;1;1;2;;;;;0;;NULL
48;inyambukira;iny;ambukira;;;iny;1;9;10;;;;;0;;NULL
49;kwambura;kw;ambura;ambuye;ye;;0;NULL;NULL;;;;;0;;NULL
50;ubwambure;ubw;ambure;;;;1;14;NULL;ubgambure;ubg;;;0;;NULL
51;kwambutsa;kw;ambutsa;ambukije;kije;;0;NULL;NULL;;;;;0;;NULL
52;kwambutswa;kw;ambutswa;ambukijwe;kijwe;;0;NULL;NULL;;;;;0;;NULL
53;umwambuzi;umw;ambuzi;;;ab;1;1;2;;;;;0;;NULL
54;ubwambuzi;ubw;ambuzi;;;;1;14;NULL;ubgambuzi;ubg;;;1;;NULL
55;amenya;a;menya;;;;2;NULL;NULL;;;;;0;;NULL
56;urwamfu;urw;amfu;;;inz;1;11;10;;;;;0;;NULL
57;ubwami;ubw;ami;;;;1;14;NULL;ubgami;ubg;;;0;;NULL
58;umwami;umw;ami;;;ab;1;1;2;;;;;0;;NULL
59;umwamikazi;umw;amikazi;;;ab;1;1;2;;;;;0;;NULL
60;kwamira;kw;amira;amiye;ye;;0;NULL;NULL;;;;;0;;NULL
61;kwamisha;kw;amisha;amishije;shije;;0;NULL;NULL;;;;;0;;NULL
62;akamo;ak;āmo;;;;1;12;NULL;;;;;1;;NULL
63;amamo;am;amo;;;;1;NULL;6;;;;;2;;NULL
64;inyamo;iny;amo;;;iny;1;9;10;;;;;0;;NULL
65;urwamo;urw;amo;;;inz;1;11;11;;;;;0;;NULL
66;umwampi;umw;ampi;;;imy;1;3;4;;;;;0;;NULL
67;kwamuka;kw;amuka;amutse;tse;;0;NULL;NULL;;;;;0;;NULL
68;kwamura;kw;amura;amuye;ye;;0;NULL;NULL;;;;;0;;NULL
69;kwamurura;kw;amurura;amuruye;ye;;0;NULL;NULL;;;;;0;;NULL
70;icamwa;ic;āmwa;;;ivy;1;7;8;;;;;0;;NULL
71;icana;ic;āna;;;ivy;1;7;8;;;;;0;;NULL
72;inyana;iny;ana;;;iny;1;9;10;;;;;0;;NULL
73;kwana;kw;ana;anye;nye;;0;NULL;NULL;;;;;0;;NULL
75;ubwana;ubw;ana;;;;1;14;NULL;ubgana;ubg;;;1;;NULL
76;umwana;umw;ana;;;ab;1;1;2;;;;;0;;NULL
77;kwanana;kw;anana;ananye;nye;;0;NULL;NULL;;;;;0;;NULL
78;umwanda;umw;anda;;;imy;1;3;4;;;;;0;;NULL
79;kwandagara;kw;andagara;andagaye;ye;;0;NULL;NULL;;;;;0;;NULL
80;kwandagaza;kw;andagaza;andagaje;je;;0;NULL;NULL;;;;;0;;NULL
81;kwandara;kw;andara;andaye;ye;;0;NULL;NULL;;;;;0;;NULL
82;kwandaza;kw;andaza;andaje;je;;0;NULL;NULL;;;;;0;;NULL
83;kwandika;kw;andika;anditse;tse;;0;NULL;NULL;;;;;0;;NULL
84;kwandikira;kw;andikira;andikiye;ye;;0;NULL;NULL;;;;;0;;NULL
85;kwandikisha;kw;andikisha;andikishije;shije;;0;NULL;NULL;;;;;0;;NULL
86;icandiko;ic;andiko;;;ivy;1;7;8;;;;;0;;NULL
87;urwandiko;urw;andiko;;;inz;1;11;10;inyandiko;iny;;;0;;NULL
88;kwandikwa;kw;andikwa;anditswe;tswe;;0;NULL;NULL;;;;;0;;NULL
89;umwandu;umw;andu;;;imy;1;3;4;;;;;0;;NULL
90;kwandukira;kw;andukira;andukiye;ye;;0;NULL;NULL;;;;;0;;NULL
91;kwandukirwa;kw;andukirwa;andukiwe;we;;0;NULL;NULL;;;;;0;;NULL
92;kwandukiza;kw;andukiza;andukije;je;;0;NULL;NULL;;;;;0;;NULL
93;kwandura;kw;andura;anduye;ye;;0;NULL;NULL;;;;;0;;NULL
94;kwandura;kw;andura;anduye;ye;;0;NULL;NULL;;;;;0;;NULL
95;kwanduruka;kw;anduruka;andurutse;tse;;0;NULL;NULL;;;;;0;;NULL
96;inyanduruko;iny;ānduruko;;;iny;1;9;10;;;;;0;;NULL
97;kwandurutsa;kw;andurutsa;andurukije;kije;;0;NULL;NULL;;;;;0;;NULL
98;kwandurwa;kw;andurwa;anduwe;we;;0;NULL;NULL;;;;;0;;NULL
99;icanga;ic;ānga;;;ivy;1;7;8;;;;;0;;NULL
100;umwangange;umw;angange;;;imy;1;3;4;;;;;0;;NULL
101;kwangara;kw;angara;angaye;ye;;0;NULL;NULL;;;;;0;;NULL
102;urwangara;urw;angara;;;;1;11;NULL;;;;;1;;NULL
103;amangati;am;āngati;;;;1;NULL;6;;;;;0;;NULL
104;kwangaza;kw;angaza;angaje;je;;0;NULL;NULL;;;;;0;;NULL
105;umwangazi;umw;angazi;;;ab;1;1;2;;;;;0;;NULL
106;-angu;-;angu;;;;2;NULL;NULL;;;;;0;;NULL
107;kwanguha;kw;anguha;angushe;she;;0;NULL;NULL;;;;;0;;NULL
108;kwanikira;kw;anikira;anikiye;ye;;0;NULL;NULL;;;;;0;;NULL
109;kwanira;kw;anira;aniriye;riye;;0;NULL;NULL;;;;;0;;NULL
110;akanira;ak;ānīra;;;;1;12;NULL;;;;;1;;NULL
111;kwanjanjwa;kw;anjanjwa;anjanjwe;jwe;;0;NULL;NULL;;;;;0;;NULL
112;-anje;-;anje;;;;5;NULL;NULL;;;;;0;;NULL
113;kwanka;kw;anka;anse;nse;;0;NULL;NULL;;;;;0;;NULL
114;inyankamugayo;iny;ankamugayo;;;;1;9;NULL;;;;;1;;NULL
115;kwankana;kw;ankana;ankanye;nye;;0;NULL;NULL;;;;;0;;NULL
116;kwankanya;kw;ankanya;ankanije;nije;;0;NULL;NULL;;;;;0;;NULL
117;ubwankanyi;ubw;ankanyi;;;;1;14;NULL;ubgankanyi;ubg;;;1;;NULL
118;umwankanvu;umw;ankanvu;;;ab;1;1;2;;;;;0;;NULL
119;kwankika;kw;ankika;ankitse;tse;;0;NULL;NULL;;;;;0;;NULL
120;kwankira;kw;ankira;ankiye;ye;;0;NULL;NULL;;;;;0;;NULL
121;kwankisha;kw;ankisha;ankishije;shije;;0;NULL;NULL;;;;;0;;NULL
122;urwanko;urw;anko;;;;1;11;NULL;;;;;1;;NULL
123;urwankunzi;urw;ankunzi;;;;1;11;NULL;;;;;1;;NULL
124;kwankwa;kw;ankwa;answe;nswe;;0;NULL;NULL;;;;;0;;NULL
125;umwansi;umw;ansi;;;ab;1;1;2;;;;;0;;NULL
126;icansi;ic;ansi;;;ivy;1;7;8;;;;;0;;NULL
127;ubwansi;ubw;ansi;;;;1;14;NULL;ubgansi;ubg;;;1;;NULL
129;ubwanwa;ubw;anwa;;;;1;14;NULL;ubganwa;ubg;;;1;;NULL
130;icanya;ic;anya;;;ivy;1;7;8;;;;;0;;NULL
131;inyanya;iny;anya;;;iny;1;9;10;urunyanya;uru;nyanya;;0;;sw
132;umwanya;umw;anya;;;imy;1;3;4;;;;;0;;NULL
133;-anyu;-;anyu;;;;5;NULL;NULL;;;;;0;;NULL
134;kwanzika;kw;anzika;anzitse;tse;;0;NULL;NULL;;;;;0;;NULL
135;icanzo;ic;anzo;;;ivy;1;7;8;;;;;0;;NULL
136;umwanza;umw;anza;;;imy;1;3;4;;;;;0;;NULL
137;urwara;urw;ara;;;inz;1;11;11;;;;;0;;NULL
138;akaranda;ak;aranda;;;;1;12;NULL;;;;;1;;NULL
139;ubwarara;ubw;arara;;;;1;14;NULL;ubgarara;ubg;;;1;;NULL
140;icari;ic;āri;;;ivy;1;7;8;;;;;0;;NULL
141;kwarika;kw;arika;aritse;tse;;0;NULL;NULL;;;;;0;;NULL
142;ariko;;ariko;;;;7;NULL;NULL;;;;;0;;NULL
143;umwarimu;umw;arimu;;;ab;1;1;2;umwalimu;umw;;;0;;sw
144;icarimwe;ic;arimwe;;;;1;7;NULL;;;;;1;;NULL
145;akaronda;ak;aronda;;;;1;12;NULL;;;;;1;;NULL
146;kwaruka;kw;āruka;ārutse;tse;;0;NULL;NULL;;;;;0;;NULL
147;kwarura;kw;arura;aruye;ye;;0;NULL;NULL;;;;;0;;NULL
148;kwaruza;kw;aruza;aruje;je;;0;NULL;NULL;;;;;0;;NULL
149;urwarwa;urw;arwa;;;;1;11;NULL;;;;;0;;NULL
150;urwasakusaku;urw;asakusaku;;;in;1;11;10;;;;;0;;NULL
151;kwasama;kw;asama;asamye;mye;;0;NULL;NULL;;;;;0;;NULL
152;kwasamika;kw;asamika;asamitse;tse;;0;NULL;NULL;;;;;0;;NULL
153;kwasamira;kw;asamira;asamiye;ye;;0;NULL;NULL;;;;;0;;NULL
154;kwasamura;kw;asamura;asamuye;ye;;0;NULL;NULL;;;;;0;;NULL
155;kwasamuza;kw;asamuza;asamuje;je;;0;NULL;NULL;;;;;0;;NULL
156;kwasana;kw;asana;asanye;nye;;0;NULL;NULL;;;;;0;;NULL
157;aside;;aside;;;;1;9;10;;;;;0;;NULL
158;kwatagura;kw;atagura;ataguye;ye;;0;NULL;NULL;;;;;0;;NULL
159;kwatira;kw;atira;atiriye;riye;;0;NULL;NULL;;;;;0;;NULL
160;kwatira;kw;atira;atiye;ye;;0;NULL;NULL;;;;;0;;NULL
161;kwatirwa;kw;atirwa;atiwe;;;0;NULL;NULL;;;;;0;;NULL
162;ubwato;ubw;ato;;;am;1;14;6;ubgato;ubg;;;0;;NULL
163;urwato;urw;ato;;;inz;1;11;10;;;;;0;;NULL
164;kwatsa;kw;atsa;akije;kije;;0;NULL;NULL;;;;;0;;NULL
165;akatsi gatoto;ak;atsi gatoto;;;;1;12;NULL;;;;;0;;NULL
166;icatsi;ic;atsi;;;ivy;1;7;8;;;;;0;;NULL
167;ubwatsi;ubw;atsi;;;;1;14;NULL;ubgatsi;ubg;;;1;;NULL
168;kwatura;kw;atura;atuye;ye;;0;NULL;NULL;;;;;0;;NULL
169;kwaturuka;kw;aturuka;aturutse;tse;;0;NULL;NULL;;;;;0;;NULL
170;kwaturura;kw;aturura;aturuye;ye;;0;NULL;NULL;;;;;0;;NULL
171;umwavu;umw;avu;;;imy;1;3;4;;;;;0;;NULL
172;kwavura;kw;avura;avuye;ye;;0;NULL;NULL;;;;;0;;NULL
173;urwavya;urw;avya;;;inz;1;11;10;;;;;0;;NULL
174;-awe;-;awe;;;;5;NULL;NULL;;;;;0;;NULL
175;kwaya;kw;aya;aye;ye;;0;NULL;NULL;;;;;0;;NULL
176;icayi;ic;āyi;;;ivy;1;7;8;;;;;0;;NULL
177;kwayura;kw;ayura;ayuye;ye;;0;NULL;NULL;;;;;0;;NULL
178;kwaza;kw;aza;agije;gije;;0;NULL;NULL;;;;;0;;NULL
179;kwazwa;kw;azwa;gijwe;gijwe;;0;NULL;NULL;;;;;0;;NULL
180;kuba;ku;ba;baye;baye;;0;NULL;NULL;;;;;0;;NULL
181;ibaba;i;baba;;;ama;1;5;6;;;;;0;;NULL
182;kubabara;ku;babara;babaye;ye;;0;NULL;NULL;;;;;0;;NULL
183;kubabarira;ku;babarira;babariye;ye;;0;NULL;NULL;;;;;0;;NULL
184;kubabarirwa;ku;babarirwa;babariwe;we;;0;NULL;NULL;;;;;0;;NULL
185;umubabaro;umu;babaro;;;imi;1;3;4;;;;;0;;NULL
186;kubabaza;ku;babaza;babaje;je;;0;NULL;NULL;;;;;0;;NULL
187;kubabazwa;ku;babazwa;babazwe;we;;0;NULL;NULL;;;;;0;;NULL
188;imbabazi;im;babazi;;;im;1;9;10;;;;;0;;NULL
189;umubabwe;umu;babwe;;;imi;1;3;4;umubabge;umu;babge;;0;;NULL
190;ikibabi;iki;babi;;;ibi;1;7;8;;;;;0;;NULL
191;kubabuka;ku;babuka;babutse;tse;;0;NULL;NULL;;;;;0;;NULL
192;kubabura;ku;babura;babuye;ye;;0;NULL;NULL;;;;;0;;NULL
193;kubaburisha;ku;baburisha;baburishije;shije;;0;NULL;NULL;;;;;0;;NULL
194;baco;;baco;;;;8;NULL;NULL;;;;;0;;NULL
195;kubadika;ku;badika;baditse;tse;;0;NULL;NULL;;;;;0;;NULL
196;kubaduka;ku;baduka;badutse;tse;;0;NULL;NULL;;;;;0;;NULL
197;kubaga;ku;baga;baze;ze;;0;NULL;NULL;;;;;0;;NULL
198;kubagabaga;ku;bagabaga;bagabaze;ze;;0;NULL;NULL;;;;;0;;NULL
199;kubagara;ku;bagara;bagaye;ye;;0;NULL;NULL;;;;;0;;NULL
200;kubagarira;ku;bagarira;bagariye;ye;;0;NULL;NULL;;;;;0;;NULL
201;kubagarwa;ku;bagarwa;bagawe;we;;0;NULL;NULL;;;;;0;;NULL
202;kubagaza;ku;bagaza;bagaje;je;;0;NULL;NULL;;;;;0;;NULL
203;kubagira;ku;bagira;bagiye;ye;;0;NULL;NULL;;;;;0;;NULL
204;ibagiro;i;bagiro;;;ama;1;5;6;;;;;0;;NULL
205;kubagisha;ku;bagisha;bagishije;shije;;0;NULL;NULL;;;;;0;;NULL
206;kubagwa;ku;bagwa;bazwe;zwe;;0;NULL;NULL;;;;;0;;NULL
207;imbagwa;im;bagwa;;;im;1;9;10;;;;;0;;NULL
208;kubaho;ku;baho;bayeho;bayeho;;0;NULL;NULL;;;;;0;;NULL
209;urubaho;uru;baho;;;im;1;11;10;;;;;0;;NULL
210;ukubaho;uku;baho;;;;1;15;NULL;;;;;1;;NULL
211;umubaji;umu;baji;;;aba;1;1;2;;;;;0;;NULL
212;ibakure;i;bakure;;;ama;1;5;6;;;;;0;;sw
213;kubamba;ku;bamba;bamvye;mvye;;0;NULL;NULL;;;;;0;;NULL
214;ibamba;i;bamba;;;ama;1;5;6;;;;;0;;NULL
215;umubambangwe;umu;bambangwe;;;imi;1;3;4;;;;;0;;NULL
216;ikibambazi;iki;bambazi;;;ibi;1;7;8;;;;;0;;NULL
217;bambe;;bambe;;;;8;NULL;NULL;;;;;0;;NULL
218;kubambisha;ku;bambisha;bambishije;shije;;0;NULL;NULL;;;;;0;;NULL
219;kubambura;ku;bambura;bambuye;ye;;0;NULL;NULL;;;;;0;;NULL
220;kubamburwa;ku;bamburwa;bambuwe;we;;0;NULL;NULL;;;;;0;;NULL
221;ukubamfu;uku;bamfu;;;;1;15;NULL;;;;;0;;NULL
222;kubana;ku;bana;banye;nye;;0;NULL;NULL;;;;;0;;NULL
223;kubanda;ku;banda;banze;nze;;0;NULL;NULL;;;;;0;;NULL
224;kubandana;ku;bandana;bandanye;nye;;0;NULL;NULL;;;;;0;;NULL
225;kubandanya;ku;bandanya;bandanije;nije;;0;NULL;NULL;;;;;0;;NULL
226;akabande;aka;bānde;;;utu;1;12;13;;;;;0;;NULL
227;ikibando;iki;bando;;;ibi;1;7;8;;;;;0;;NULL
228;kubanduka;ku;banduka;bandutse;tse;;0;NULL;NULL;;;;;0;;NULL
229;kubanduka;ku;banduka;bandutse;tse;;0;NULL;NULL;;;;;0;;NULL
230;kubandura;ku;bandura;banduye;ye;;0;NULL;NULL;;;;;0;;NULL
231;kubandwa;ku;bandwa;banzwe;nzwe;;0;NULL;NULL;;;;;0;;NULL
232;imbandwa;im;bandwa;;;im;1;9;10;;;;;0;;NULL
233;kubanga;ku;banga;banze;nze;;0;NULL;NULL;;;;;0;;NULL
234;ibanga;i;banga;;;ama;1;5;6;;;;;0;;NULL
235;umubangabanga;umu;bangabanga;;;imi;1;3;4;;;;;0;;NULL
236;urubangangwe;uru;bangangwe;;;im;1;11;10;;;;;0;;NULL
237;kubangikana;ku;bangikana;bangikanye;nye;;0;NULL;NULL;;;;;0;;NULL
238;kubangikanya;ku;bangikanya;bangikanije;nije;;0;NULL;NULL;;;;;0;;NULL
239;kubangira;ku;bangira;bangiye;ye;;0;NULL;NULL;;;;;0;;NULL
240;kubangiriza;ku;bangiriza;bangirije;je;;0;NULL;NULL;;;;;0;;NULL
241;amaguru y'imbango;ama;guru y'imbango;;;;9;NULL;NULL;;;;;0;;NULL
242;ibango;i;bango;;;ama;1;5;6;;;;;0;;NULL
243;urubango;uru;bango;;;im;1;11;10;;;;;0;;NULL
244;akabango;aka;bango;;;utu;1;12;13;;;;;0;;NULL
245;kubanguka;ku;banguka;bangutse;tse;;0;NULL;NULL;;;;;0;;NULL
246;kubangura;ku;bangura;banguye;ye;;0;NULL;NULL;;;;;0;;NULL
247;kubangura;ku;bangura;banguye;ye;;0;NULL;NULL;;;;;0;;NULL
248;kubanguranya;ku;banguranya;banguranije;nije;;0;NULL;NULL;;;;;0;;NULL
249;kubangurira;ku;bangurira;banguriye;ye;;0;NULL;NULL;;;;;0;;NULL
250;umubano;umu;bano;;;imi;1;3;4;;;;;0;;NULL
251;umubanyi;umu;banyi;;;aba;1;1;2;;;;;0;;NULL
252;kubanza;ku;banza;banje;nje;;0;NULL;NULL;;;;;0;;NULL
253;ikibanza;iki;banza;;;ibi;1;7;8;;;;;0;;NULL
254;urubanza;uru;banza;;;in;1;11;10;;;;;0;imanza;NULL
255;kubanziriza;ku;banziriza;banzirije;je;;0;NULL;NULL;;;;;0;;NULL
256;kubara;ku;bara;baze;ze;;0;NULL;NULL;;;;;0;;NULL
257;ibara;i;bara;;;ama;1;5;6;;;;;0;;NULL
258;ibarabara;i;barabara;;;ama;1;5;6;;;;;0;;sw
259;imbaraga;im;baraga;;;im;1;9;10;;;;;0;;NULL
260;imbaragasa;im;baragasa;;;im;1;9;10;;;;;0;;NULL
261;ikibarara;iki;barara;;;ibi;1;7;8;;;;;0;;NULL
262;urubaraza;uru;baraza;;;im;1;11;10;;;;;0;;sw
263;urubari;uru;bari;;;im;1;11;10;;;;;0;;NULL
264;imibaribari;imi;baribari;;;;1;NULL;4;;;;;0;;NULL
265;kubarira;ku;barira;bariye;ye;;0;NULL;NULL;;;;;0;;NULL
266;kubarira;ku;barira;baririye;riye;;0;NULL;NULL;;;;;0;;NULL
267;kubarirana;ku;barirana;bariranye;nye;;0;NULL;NULL;;;;;0;;NULL
268;kubaririkiza;ku;baririkiza;baririkije;je;;0;NULL;NULL;;;;;0;;NULL
269;kubaririra;ku;baririra;baririye;ye;;0;NULL;NULL;;;;;0;;NULL
270;kubariritsa;ku;bariritsa;baririkije;kije;;0;NULL;NULL;;;;;0;;NULL
271;kubaririza;ku;baririza;baririje;je;;0;NULL;NULL;;;;;0;;NULL
272;umubariro;umu;bariro;;;imi;1;3;4;;;;;0;;NULL
273;ikibariro;iki;bariro;;;ibi;1;7;8;;;;;0;;NULL
274;kubarirwa;ku;barirwa;bariwe;we;;0;NULL;NULL;;;;;0;;NULL
275;kubarirwa;ku;barirwa;bariwe;we;;0;NULL;NULL;;;;;0;;NULL
276;kubariza;ku;bariza;barije;je;;0;NULL;NULL;;;;;0;;NULL
277;ibarizo;i;barizo;;;ama;1;5;6;;;;;0;;NULL
278;kubaruruka;ku;baruruka;barurutse;tse;;0;NULL;NULL;;;;;0;;NULL
279;kubarurura;ku;barurura;baruruye;ye;;0;NULL;NULL;;;;;0;;NULL
280;kubasha;ku;basha;bashije;shije;;0;NULL;NULL;;;;;0;;NULL
281;ububasha;ubu;basha;;;;1;14;NULL;;;;;1;;NULL
282;kubata;ku;bata;base;se;;0;NULL;NULL;;;;;0;;NULL
283;akabati;aka;bati;;;utu;1;12;13;;;;;0;;NULL
284;ibati;i;bāti;;;ama;1;5;6;;;;;0;;NULL
285;imbati;im;bati;;;im;1;9;10;;;;;0;;NULL
286;kubatirisha;ku;batirisha;batirishije;shije;;0;NULL;NULL;;;;;0;;NULL
287;kubatisha;ku;batisha;batishije;shije;;0;NULL;NULL;;;;;0;;NULL
288;kubatishwa;ku;batishwa;batishijwe;shijwe;;0;NULL;NULL;;;;;0;;NULL
289;kubatiza;ku;batiza;batijije;jije;;0;NULL;NULL;;;;;0;;NULL
290;kubatizwa;ku;batizwa;batijijwe;jijwe;;0;NULL;NULL;;;;;0;;NULL
291;ikibatsi;iki;batsi;;;ibi;1;7;8;;;;;0;;NULL
292;kubatura;ku;batura;batuye;ye;;0;NULL;NULL;;;;;0;;NULL
293;imibavu;umu;bavu;;;imi;1;3;4;;;;;0;;NULL
294;ibavu;i;bavu;;;ama;1;5;6;;;;;0;;NULL
295;urubavu;uru;bavu;;;im;1;11;10;;;;;0;;NULL
296;kubaza;ku;baza;bajije;jije;;0;NULL;NULL;;;;;0;;NULL
297;kubaza;ku;baza;baje;je;;0;NULL;NULL;;;;;0;;NULL
298;kabaza;ka;baza;;;;1;NULL;NULL;;;;;0;;NULL
299;kubazaguza;ku;bazaguza;bazaguje;je;;0;NULL;NULL;;;;;0;;NULL
300;kubazanya;ku;bazanya;bazanije;nije;;0;NULL;NULL;;;;;0;;NULL
301;imbazi;im;bazi;;;im;1;9;10;;;;;0;;NULL
302;kubazira;ku;bazira;baziye;ye;;0;NULL;NULL;;;;;0;;NULL
303;ibaziro;i;bāziro;;;ama;1;5;6;;;;;0;;NULL
304;ikibazo;iki;bazo;;;ibi;1;7;8;;;;;0;;NULL
305;kubazwa;ku;bazwa;bajwe;jwe;;0;NULL;NULL;;;;;0;;NULL
306;kubazwa;ku;bazwa;bajwe;jwe;;0;NULL;NULL;;;;;0;;NULL
307;kubeba;ku;beba;bevye;vye;;0;NULL;NULL;;;;;0;;NULL
308;imbeba;im;beba;;;im;1;9;10;;;;;0;;NULL
309;kubega;ku;bega;beze;ze;;0;NULL;NULL;;;;;0;;NULL
310;ibega;i;bega;;;ama;1;5;6;;;;;0;;NULL
311;ikibege;iki;bege;;;ibi;1;7;8;;;;;0;;NULL
312;umubehe;umu;behe;;;imi;1;3;4;;;;;0;;NULL
313;imbeho;im;beho;;;im;1;9;10;;;;;0;;NULL
314;imibembe;imi;bembe;;;;1;NULL;4;;;;;0;;NULL
315;kubembeteranya;ku;bembeteranya;bembeteranije;nije;;0;NULL;NULL;;;;;0;;NULL
316;kubembetereza;ku;bembetereza;bembetereje;je;;0;NULL;NULL;;;;;0;;NULL
317;ibendera;i;bendera;;;ama;1;5;6;;;;;0;;NULL
318;bene;;bene;;;;2;NULL;NULL;;;;;0;;NULL
319;kubenga;ku;benga;benze;nze;;0;NULL;NULL;;;;;0;;NULL
320;ibenga;i;benga;;;ama;1;5;6;;;;;0;;NULL
321;ikibengebenge;iki;bengebenge;;;ibi;1;7;8;;;;;0;;NULL
322;kubenguka;ku;benguka;bengutse;tse;;0;NULL;NULL;;;;;0;;NULL
323;kubenguka;ku;benguka;bengutse;tse;;0;NULL;NULL;;;;;0;;NULL
324;kubenja;ku;benja;benje;nje;;0;NULL;NULL;;;;;0;;NULL
325;kubenjuka;ku;benjuka;benjutse;tse;;0;NULL;NULL;;;;;0;;NULL
326;kubera;ku;bera;bereye;bereye;;0;NULL;NULL;;;;;0;;NULL
327;kuberagura;ku;beragura;beraguye;ye;;0;NULL;NULL;;;;;0;;NULL
328;imbere;i;mbere;;;;3;NULL;NULL;;;;;0;;NULL
329;ibere;i;bēre;;;ama;1;5;6;;;;;0;;NULL
330;amaberebere;ama;bērebēre;;;;1;NULL;6;;;;;0;;NULL
331;ikibero;iki;bero;;;ibi;1;7;8;;;;;0;;NULL
332;kuberwa;ku;berwa;bewe;we;;0;NULL;NULL;;;;;0;;NULL
333;kubesha;ku;besha;beshe;she;;0;NULL;NULL;;;;;0;;NULL
334;kubeshaho;ku;beshaho;beshejeho;shejeho;;0;NULL;NULL;;;;;0;;NULL
335;kubeshana;ku;beshana;beshanye;nye;;0;NULL;NULL;;;;;0;;NULL
336;kubeshera;ku;beshera;besheye;ye;;0;NULL;NULL;;;;;0;;NULL
337;kubesherwa;ku;besherwa;beshewe;we;;0;NULL;NULL;;;;;0;;NULL
338;umubeshi;umu;beshi;;;aba;1;1;2;;;;;0;;NULL
339;ububeshi;ubu;beshi;;;;1;14;NULL;;;;;1;;NULL
340;kubetera;ku;betera;beteye;ye;;0;NULL;NULL;;;;;0;;NULL
341;urubeya;uru;beya;;;im;1;11;10;;;;;0;;NULL
342;ikibezi;iki;bezi;;;ibi;1;7;8;;;;;0;;NULL
343;imbwa;im;bwa;;;im;1;9;10;imbga;im;bga;;0;;NULL
344;ububwa;ubu;bwa;;;;1;14;NULL;ububga;ubu;bga;;1;;NULL
345;kubwagura;ku;bwagura;bwaguye;ye;;0;NULL;NULL;kubgagura;;bgagura;bgaguye;0;;NULL
346;Bwana;;Bwana;;;;1;1;2;Bgana;;;;0;;sw
347;ikibwana;iki;bwana;;;ibi;1;7;8;ikibgana;iki;bgāna;;0;;NULL
348;imbwebwe;im;bwebwe;;;im;1;9;10;imbgebge;im;bgēbge;;0;;NULL
349;ibwena;i;bwena;;;ama;1;5;6;ibgena;i;bgēna;;0;;NULL
350;imbwija;im;bwija;;;im;1;9;10;imbgija;im;bgīja;;0;;NULL
351;kubwira;ku;bwira;bwiye;ye;;0;NULL;NULL;kubgira;;bgīra;bgiye;0;;NULL
352;kubwirana;ku;bwirana;bwiranye;nye;;0;NULL;NULL;kubgirana;;bgīrana;bgiranye;0;;NULL
353;kubwiririkanya;ku;bwiririkanya;bwiririkanije;nije;;0;NULL;NULL;kubgiririkanya;;bgīririkanya;bgiririkanije;0;;NULL
354;kubwiririza;ku;bwiririza;bwiririje;je;;0;NULL;NULL;kubgiririza;;bgīririza;bgiririje;0;;NULL
355;kubwiriza;ku;bwiriza;bwirije;je;;0;NULL;NULL;kubgiriza;;bgīriza;bgirije;0;;NULL
356;ububwiriza;ubu;bwiriza;;;;1;14;NULL;ububgiriza;ubu;bgīriza;;1;;NULL
357;kubwirizwa;ku;bwirizwa;bwirijwe;jwe;;0;NULL;NULL;kubgirizwa;;bgīrizwa;bgirijwe;0;;NULL
358;ibwirizwa;i;bwirizwa;;;ama;1;5;6;ibgirizwa;i;bgīrizwa;;0;;NULL
359;kubwirwa;ku;bwirwa;bwiwe;we;;0;NULL;NULL;kubgirwa;;bgīrwa;bgiwe;0;;NULL
360;bwite;;bwite;;;;6;NULL;NULL;bgite;;bgīte;;0;;NULL
361;-bi;-;bi;;;;2;NULL;NULL;;;;;0;;NULL
362;umubi;umu;bi;;;aba;1;1;2;;;;;0;;NULL
363;ikibi;iki;bi;;;ibi;1;7;8;;;;;0;;NULL
364;ububi;ubu;bi;;;;1;14;NULL;;;;;1;;NULL
365;kubiba;ku;biba;bivye;vye;;0;NULL;NULL;;;;;0;;NULL
366;ibiba;i;biba;;;;1;9;NULL;;;;;1;;NULL
367;urubibe;uru;bibe;;;im;1;11;10;;;;;0;;NULL
368;ikibibi;iki;bibi;;;ibi;1;7;8;;;;;0;;NULL
369;kubibira;ku;bibira;bibiye;ye;;0;NULL;NULL;;;;;0;;NULL
370;kubibisha;ku;bibisha;bibishije;shije;;0;NULL;NULL;;;;;0;;NULL
371;imbiga;im;biga;;;im;1;9;10;;;;;0;;NULL
373;kubiha;ku;biha;bishe;she;;0;NULL;NULL;;;;;0;;NULL
374;kubika;ku;bika;bitse;tse;;0;NULL;NULL;;;;;0;;NULL
375;kubika;ku;bika;bitse;tse;;0;NULL;NULL;;;;;0;;NULL
376;kubikira;ku;bikira;bikiye;ye;;0;NULL;NULL;;;;;0;;NULL
377;kubikira;ku;bikira;bikiye;ye;;0;NULL;NULL;;;;;0;;NULL
378;kubikira;ku;bikira;bikiye;ye;;0;NULL;NULL;;;;;0;;NULL
